"","GEO_ID","NAME","U1_unit_detached_2010","U1_unit_attached_2010","U2_units_2010","U3_or_4_units_2010","U5_to_9_units_2010","U10_to_19_units_2010","U20_or_more_units_2010","UMobile_home_2010","UBoat_RV_van_etc_2010","U1_unit_detached_2011","U1_unit_attached_2011","U2_units_2011","U3_or_4_units_2011","U5_to_9_units_2011","U10_to_19_units_2011","U20_or_more_units_2011","UMobile_home_2011","UBoat_RV_van_etc_2011","U1_unit_detached_2012","U1_unit_attached_2012","U2_units_2012","U3_or_4_units_2012","U5_to_9_units_2012","U10_to_19_units_2012","U20_or_more_units_2012","UMobile_home_2012","UBoat_RV_van_etc_2012","U1_unit_detached_2013","U1_unit_attached_2013","U2_units_2013","U3_or_4_units_2013","U5_to_9_units_2013","U10_to_19_units_2013","U20_or_more_units_2013","UMobile_home_2013","UBoat_RV_van_etc_2013","U1_unit_detached_2014","U1_unit_attached_2014","U2_units_2014","U3_or_4_units_2014","U5_to_9_units_2014","U10_to_19_units_2014","U20_or_more_units_2014","UMobile_home_2014","UBoat_RV_van_etc_2014","U1_unit_detached_2015","U1_unit_attached_2015","U2_units_2015","U3_or_4_units_2015","U5_to_9_units_2015","U10_to_19_units_2015","U20_or_more_units_2015","UMobile_home_2015","UBoat_RV_van_etc_2015","U1_unit_detached_2016","U1_unit_attached_2016","U2_units_2016","U3_or_4_units_2016","U5_to_9_units_2016","U10_to_19_units_2016","U20_or_more_units_2016","UMobile_home_2016","UBoat_RV_van_etc_2016","U1_unit_detached_2017","U1_unit_attached_2017","U2_units_2017","U3_or_4_units_2017","U5_to_9_units_2017","U10_to_19_units_2017","U20_or_more_units_2017","UMobile_home_2017","UBoat_RV_van_etc_2017","U1_unit_detached_2018","U1_unit_attached_2018","U2_units_2018","U3_or_4_units_2018","U5_to_9_units_2018","U10_to_19_units_2018","U20_or_more_units_2018","UMobile_home_2018","UBoat_RV_van_etc_2018"
"31","72059","Guayanilla Municipio, Puerto Rico",86.3,9.8,0.2,1.6,1.3,0.5,0.1,0.2,0,87,9.2,0.1,1.7,1.1,0.3,0.1,0.5,0,86.6,9.2,0.4,1.6,1.3,0.3,0.2,0.5,0,86.9,8.9,0.4,1.4,1.6,0.1,0.2,0.5,0,86.6,9.3,0.4,1.2,1.3,0.4,0.2,0.4,0,84.8,10.6,0.4,1.2,1.8,0.6,0.1,0.4,0,83.9,11.5,0.5,1.3,1.7,0.9,0.1,0.1,0,83.9,12.3,0.1,1.5,1.1,0.9,0,0.2,0,83.6,11.6,0.7,1,1,1.9,0,0.2,0
"32","72061","Guaynabo Municipio, Puerto Rico",50.9,7,10.6,3.6,6.8,4.8,16.1,0.1,0,50.6,6.9,10.7,4,7.4,4.5,15.9,0.1,0,50.3,6.7,10.5,4.2,8.1,4.4,15.7,0.2,0,49.5,7.7,10.1,4.2,8.8,4.2,15.2,0.2,0,49.5,8.9,8.9,4.3,9.1,4.1,15.1,0.2,0,49.6,9.8,7.9,3.9,8.8,4.1,15.7,0.2,0,49.2,11.3,6.5,4.1,8.8,4.2,15.6,0.2,0,51.4,11.8,4.8,4.6,8.2,4.2,14.8,0.1,0,52.6,11.6,4.2,4.5,7.8,4.1,15.2,0.2,0
"33","72063","Gurabo Municipio, Puerto Rico",80.3,15.1,0.8,1.5,1.3,0.3,0.5,0.2,0,80.1,14.6,1.1,1.4,2.1,0.4,0.1,0.1,0,82.2,12.6,1.1,1.3,1.9,0.7,0.1,0,0,80.1,12.6,1.4,1.3,2.5,1.7,0.4,0.1,0,80.4,11.3,1.4,1.6,2.6,2.2,0.3,0.1,0,79.6,11.8,1.2,1.2,3,2.8,0.4,0.1,0,80.7,11.7,0.8,1,2.2,2.7,0.7,0.1,0,78.9,13.6,0.9,1.1,2,2.6,0.8,0.1,0,81.2,13.9,0.7,0.9,1.1,1.7,0.4,0,0
"34","72065","Hatillo Municipio, Puerto Rico",79.7,14.3,0.8,1.2,2.7,1.1,0.1,0.2,0,78.2,15.1,0.9,1.6,2.6,1.1,0.2,0.2,0,78.6,15,0.8,1.6,2.3,1.3,0.2,0.2,0,79.2,14.6,1.1,1.6,1.4,1.8,0.1,0.2,0,79.5,13.8,1.2,2.2,1.5,1.7,0.1,0,0,81.2,12.4,1.1,2.2,1.7,1.3,0.2,0,0,83.1,10.6,1,1.9,2,1.4,0.1,0,0,83.5,10.3,0.9,1.9,1.7,1.5,0.1,0,0,84.2,9.8,0.5,2,2.5,1,0.1,0,0
"35","72067","Hormigueros Municipio, Puerto Rico",78.6,14,1.8,1,0.6,0.9,2.5,0.7,0,80.8,11.9,1.9,1.2,0.7,1,2.1,0.5,0,82.6,9,2.1,1.3,1,0.8,2.8,0.4,0,83.7,7.3,1.8,1.6,1,1,3.3,0.4,0,80.9,9.9,1.7,2,1,1.3,2.9,0.4,0,78.8,12.1,1.5,2,0.8,1.5,3.1,0.2,0,74.4,15.6,1.7,1.7,1.2,1.3,3.9,0.2,0,72,17.7,1.4,3.4,1,1.2,3.4,0,0,69.5,19.9,1.7,3.2,0.9,1.5,3.2,0,0
"36","72069","Humacao Municipio, Puerto Rico",70.2,15.4,0.9,1.8,3.9,2.8,5.1,0,0,68.7,15.7,0.9,2.2,3.7,2.7,6,0,0,68.5,15.8,0.7,2.5,4,2.5,6.1,0,0,66.8,16,0.7,3.1,4.3,2.6,6.5,0,0,66.5,15.9,0.6,3.5,3.9,2.8,6.9,0,0,66.8,14.8,0.8,3.7,4.4,2.9,6.6,0,0,67.1,14.8,0.9,3.4,4.7,3.3,5.8,0.1,0,65.6,15.4,0.8,3.8,4.7,3.2,6.3,0.2,0,66.8,14,0.7,3.9,4.6,3.4,6.4,0.2,0
"37","72071","Isabela Municipio, Puerto Rico",81.5,12.7,1,1.8,1.4,0.6,0.8,0,0,80.8,12.7,0.8,2,1.9,1,0.7,0,0,80.5,12.8,0.7,1.9,1.8,1.3,1,0,0,80.9,12.5,0.5,1.9,2,1.4,0.9,0,0,80.7,12.5,0.5,1.8,2,1.5,1,0,0,78.8,13.7,0.4,2.2,2.3,1.5,0.9,0,0,78.7,14.1,0.7,1.9,1.9,1.5,1.3,0,0,79.6,13.3,0.5,1.9,2.1,1.3,1,0.3,0,79.4,12.7,1.1,2.1,1.6,1.4,1.4,0.3,0
"38","72073","Jayuya Municipio, Puerto Rico",77.3,13.8,2.8,1,2.5,1.1,1.1,0.4,0,82,9.6,3.3,1.5,2.2,0.4,0.7,0.4,0,83.8,8.9,2.2,2.3,1.3,0.7,0.5,0.3,0,82.7,7.4,1.9,3.2,2.4,1.2,0.8,0.5,0,83.5,6,1.5,4.4,2.5,1.2,0.9,0.1,0,83.1,5.9,1.3,4.8,2.5,1.6,0.8,0.1,0,83,6.3,0.8,4.9,2.4,1.9,0.7,0.1,0,82.5,8.3,0.5,4.1,1.9,1.9,0.6,0.1,0,81.2,9.6,0.9,4.3,1.3,1.7,0.7,0.3,0
"39","72075","Juana Díaz Municipio, Puerto Rico",90.8,5.5,0.7,0.6,0.9,0.7,0.6,0.2,0,90.9,5.8,0.5,0.5,1,0.5,0.6,0.1,0,90.5,5.7,0.5,0.9,0.8,0.5,0.8,0.2,0,89.9,6,0.4,0.9,1.1,0.5,1,0.2,0,89.1,6.8,0.4,1,1,0.5,1,0.2,0,88.3,7.1,0.4,1.1,1.3,0.6,1,0.2,0,88.3,6.6,0.7,1.2,1.3,0.7,1.1,0.1,0,89.1,6.6,0.6,0.8,1.2,0.7,0.9,0,0,88.5,7.1,0.8,0.7,1,0.8,1,0,0
"40","72077","Juncos Municipio, Puerto Rico",78.1,15,0.5,1.2,2.4,2.2,0.6,0.1,0,77.6,15.1,0.4,1.5,2.1,2.4,0.8,0.1,0,78.1,15.2,0.5,1.7,1.6,2.3,0.7,0,0,78.7,15.1,0.2,1.7,1.6,2.4,0.4,0,0,78.6,14.8,0.2,1.9,1.7,2.1,0.6,0,0,79.7,13.4,0.2,2,1.7,2.3,0.7,0,0,78.8,13.5,0.4,1.7,2.3,2.5,0.8,0,0,79.8,11.4,0.7,1.8,2.9,2.5,0.9,0,0,81.8,9.2,1.2,1.8,2.8,2.2,1.1,0,0
"41","72079","Lajas Municipio, Puerto Rico",84.8,7.4,3.2,0.9,1.1,0.8,1,0.9,0,82.5,6.4,5.5,1,1.5,0.7,0.9,1.5,0,82.1,3.8,8,1.3,2,1.2,0.6,1,0,82.3,3,8.2,1,2.4,1.2,0.5,1.5,0,81.9,3.2,8.3,0.9,2.2,1.1,0.4,2,0,81.1,3.1,8,1.2,2.3,1.5,1,1.9,0,81,3.5,7.7,1,2.4,1.3,1.1,1.9,0,80.9,3.3,7.8,1,2.5,1,0.9,2.6,0,80.3,3,8.1,1.1,2.8,1.1,0.9,2.6,0
"42","72081","Lares Municipio, Puerto Rico",83.3,8.8,2.2,2.6,2,0.3,0.5,0.2,0,82.8,8.9,2.4,2.8,1.7,0.4,0.8,0.2,0,83,8.7,2.2,3.6,1.4,0.3,0.7,0.2,0,83.2,8.5,2.1,3.8,1,0.4,0.8,0.1,0,82,9.7,1.8,4.3,1,0.5,0.7,0.1,0,80.8,10.8,1.4,4.7,1.1,0.4,0.7,0.2,0,80.3,11.3,1.4,4.6,1.2,0.4,0.4,0.4,0,78.8,12.5,1.9,3.6,1.5,0.6,0.5,0.6,0,78.3,13.6,1.5,3,1.8,0.7,0.4,0.6,0
"43","72083","Las Marías Municipio, Puerto Rico",77.8,18.4,1,1.6,0,1,0,0.2,0,77.5,18.2,0.7,1.7,0.3,1.5,0,0.1,0,77.4,17.8,0.7,1.5,1,1.4,0,0.2,0,77.3,16.8,1.4,1.5,1.5,1.4,0,0.2,0,79.4,15.8,0.5,1.2,1.9,1,0,0.2,0,80.7,15.5,0.6,0.3,2.3,0.6,0,0,0,79.7,17,0.5,0.3,1.8,0.7,0,0,0,83.5,14.6,0.5,0,1,0.4,0,0,0,84.5,14,0.2,0,0.8,0.5,0,0,0
"44","72085","Las Piedras Municipio, Puerto Rico",78.9,16.9,0.4,1.9,1.2,0.6,0.1,0,0,78.6,16.8,0.6,1.9,1.3,0.6,0,0.2,0,78.4,13.5,2.8,2.4,1.9,0.7,0,0.2,0,78.1,13.5,3,2.5,2,0.5,0.1,0.2,0,78.3,13.2,3,2.6,1.8,0.7,0.3,0.2,0,78.8,11.9,3.4,2.7,2,0.5,0.5,0.2,0,79.7,11,3.6,2.4,1.9,0.5,0.8,0.1,0,81.6,11.9,1.5,2.1,1.6,0.6,0.8,0,0,82.9,11,1.4,1.9,1.6,0.5,0.7,0,0
"45","72087","Loíza Municipio, Puerto Rico",71.7,19,0.2,0.7,4.4,1.6,1.4,0.8,0.1,70.7,19.2,0.4,0.8,4.9,1.8,1.5,0.6,0.1,71.9,17.7,0.3,0.7,5.5,1.7,1.6,0.5,0.1,73.3,15.6,0.3,1.2,6.6,1.3,1.4,0.3,0.1,72.7,16.1,0.4,1.1,6.9,1.3,1.3,0.1,0,73.3,15.4,0.3,1,7.7,0.9,1.4,0,0,73.7,14.5,0.2,0.8,8,1.2,1.8,0,0,73.4,14.5,0.2,0.8,7.7,1.3,2.1,0,0,72.4,15.5,0.2,0.6,6.8,1.6,2.8,0.1,0
"46","72089","Luquillo Municipio, Puerto Rico",64.2,11.4,0.4,1.9,2.8,4.4,14.6,0.3,0,63.6,11.8,0.7,2,2.8,4.3,14.6,0.3,0,63.1,11.9,0.8,2.2,2.8,3.9,15.1,0.2,0,62.7,12.6,1.1,2.4,2.5,4.4,14.1,0.1,0,61,13.8,1.1,2.7,2.7,4.9,13.8,0,0,63.8,12.2,1.1,2.3,3.9,4.7,12,0,0,65.6,10.9,1.1,2,4.1,4.6,11.8,0,0,66,11.4,1.1,2,4.2,4.7,10.7,0,0,64.1,11.7,0.9,2.2,5.3,4.4,11.4,0,0
"47","72091","Manatí Municipio, Puerto Rico",76,13.4,0.4,2.1,4.3,3.1,0.4,0.2,0,74.2,14.6,0.3,1.8,4.2,4.1,0.5,0.2,0,72.9,14.7,0.4,2.3,4.6,4.3,0.6,0.2,0,72,15.4,0.5,2.5,4.5,4.1,0.7,0.2,0,71.9,15.6,0.5,2.7,4.2,4.2,0.7,0.2,0,73,15.1,0.3,2.7,4,4,0.7,0.3,0,74.1,14.2,0.6,2.8,4.3,3.1,0.6,0.3,0,75.2,13.4,0.5,2.8,4.1,2.9,0.6,0.4,0,76.6,13.1,0.4,2.2,4.2,2.6,0.5,0.3,0
"48","72093","Maricao Municipio, Puerto Rico",82.5,13.8,1.1,1,0.6,0,0,0.9,0,83.1,13.5,1.1,0.7,0.4,0.3,0,0.9,0,85.1,10.5,0.5,1.6,0.6,0.4,0,1.3,0,82.3,13.8,0.2,1.5,0.6,0.4,0,1.4,0,83.3,13.6,0.2,0.9,0.9,0.4,0,0.8,0,82.6,13.6,0.1,0.8,1.5,0.4,0,1.1,0,85.2,11.4,0,1.2,1,0.2,0,1.1,0,85,12.1,0,0.3,1.3,0.4,0,0.8,0,86.5,10.5,0.2,0.5,1.3,0.7,0,0.3,0
"49","72095","Maunabo Municipio, Puerto Rico",87,7.5,0.4,1.2,1.4,2.3,0,0.2,0,85.5,8.8,0.8,1.1,1.5,2,0,0.3,0,85.7,8.3,1.6,1.2,0.4,2.1,0.5,0.3,0,86.9,7.2,2,1.1,0.4,1.3,1.2,0,0,86.8,5.8,1.6,1.1,1.1,2.4,1.2,0,0,87.9,4.2,1.9,0.7,2.6,1.6,1.1,0,0,86.5,4.6,1.6,0.9,3.5,1.7,1.2,0,0,86.5,6,0.8,0.6,4.3,1,0.8,0,0,85.2,8,0.4,0.3,4.3,0.9,0.8,0,0
"50","72097","Mayagüez Municipio, Puerto Rico",60.1,12.7,2.3,4.1,4.8,7.9,7.9,0.1,0,60.7,11.1,2.6,3.8,5.6,8,8.2,0.1,0,62.4,10.2,2.4,3.5,5.2,7.9,8.2,0,0,62.9,8.9,2.3,4,5,8.1,8.8,0.1,0,61.7,10,2.4,4.5,4.5,7.6,9.2,0.1,0,60.3,11.4,2.4,4.6,4.4,7.9,9,0.1,0,58.7,13,2.2,5.2,4,7.8,8.9,0.1,0,56.4,15.2,2.1,5.5,3.9,7.5,9.4,0.1,0,55.2,16.4,2.4,5.1,4,7.9,8.9,0.1,0
"51","72099","Moca Municipio, Puerto Rico",78.4,16.7,0.8,0.8,1.5,1.4,0.3,0.1,0,78.2,16.9,1.2,1,1.3,1.3,0,0.1,0,77.1,17.9,1,1.2,1.2,1.3,0.3,0,0,76.8,16.2,2.1,1.9,1.4,1.2,0.3,0.2,0,77.4,14.8,2.7,2.2,1.2,1.1,0.3,0.2,0,75.7,16.3,2.9,2.1,1.6,0.9,0.3,0.2,0,75.7,16.2,2.9,1.9,1.8,1,0.3,0.2,0,75.4,15.3,3.3,2.4,1.5,1.2,0.2,0.6,0,74.4,18.5,2.1,1.7,1.5,1.1,0.2,0.5,0
"52","72101","Morovis Municipio, Puerto Rico",80.4,14.6,0.4,0.5,2.2,1.2,0.5,0.2,0,83.4,11.4,0.7,0.4,1.9,1.4,0.5,0.2,0,86.9,8.9,0.4,0.2,1.4,1.8,0.4,0,0,87.1,9.3,0.2,0.4,1.3,1.4,0.4,0,0,88,8.4,0.2,0.3,0.8,1.8,0.6,0,0,87.7,8.3,0.2,0.4,0.8,1.7,0.9,0,0,85.2,10.3,0.6,0.6,1,1.3,0.8,0.2,0,81.8,12.3,0.9,0.7,1.4,1.2,1.5,0.2,0,82.4,11.5,0.9,0.5,1.7,1.3,1.4,0.2,0
"53","72103","Naguabo Municipio, Puerto Rico",78.6,13.5,1,1.6,2.8,1.1,1.1,0.2,0,78.3,14.4,0.7,1.3,2.5,1.2,1.6,0,0,78.7,13.9,0.3,1.4,1.9,2.2,1.6,0,0,79,13.7,0.2,0.9,1.6,2.9,1.6,0,0,78.5,14.2,0.1,1,1.3,3.2,1.7,0,0,77.8,15.5,0.3,0.5,1.5,2.7,1.6,0,0,77.2,14.7,0.2,1,2,3.4,1.6,0,0,78.5,13.4,0.2,1.2,2.2,3.1,1.3,0,0,78.6,12.9,0.2,1.4,2.9,2.3,1.8,0,0
"54","72105","Naranjito Municipio, Puerto Rico",83.4,13.5,1.1,1.3,0.3,0.3,0.1,0,0,84.8,12.8,0.6,1,0.3,0.3,0.3,0,0,85.6,11.8,0.7,0.9,0.3,0.5,0.3,0,0,85.6,11.6,1,0.9,0.2,0.4,0.1,0,0,85,12,0.9,1.2,0.4,0.3,0.1,0.1,0,82.2,14.4,1.1,1.2,0.4,0.4,0.3,0.1,0,81.2,15.3,1.1,1.1,0.3,0.5,0.1,0.3,0,80.7,15.7,1.2,1.3,0.3,0.3,0.2,0.3,0,79.4,16.9,1.3,1.1,0.5,0.2,0.2,0.3,0
"55","72107","Orocovis Municipio, Puerto Rico",77,18.4,1.2,1.7,0.6,0.9,0.1,0,0,79.1,15.9,0.8,1.7,1,1.5,0.1,0,0,83.8,11.7,0.8,1.3,0.9,1.3,0.2,0,0,88.1,7.7,1,1,1.2,0.9,0,0,0,90.5,4.6,1.1,1.1,1.7,1,0,0.1,0,90.9,4.2,0.7,1.4,1.5,1.3,0,0.1,0,87.5,7.1,0.9,1.8,1.6,0.7,0.2,0.2,0,85.6,8.9,0.8,1.9,1.9,0.5,0.2,0.2,0,84.2,10.5,0.8,1.8,1.7,0.6,0.2,0.2,0
"56","72109","Patillas Municipio, Puerto Rico",80.5,14.4,2.7,1.7,0.6,0,0.2,0,0,82.7,10.9,4.2,1.3,0.6,0,0.2,0.1,0,84.4,8.9,4.4,1,0.6,0,0.5,0.1,0,84,8.1,4.1,1.6,0.8,0,0.8,0.6,0,83.9,9.1,2.9,1.5,0.5,0.2,1.3,0.7,0,83.3,8.2,3.1,1.9,0.5,0.5,1.8,0.7,0,83.4,10.2,1.5,1.5,0.4,0.6,1.9,0.5,0,81.9,11.4,0.6,1.7,1,0.5,2.1,0.7,0,79.2,14.6,0.7,1.7,0.9,0.5,2.1,0.2,0
"57","72111","Peñuelas Municipio, Puerto Rico",87.8,10.4,0.7,0.6,0.2,0.1,0,0.1,0,87.8,11,0.3,0.4,0.2,0.1,0,0.1,0,86.5,11.5,0.9,0.6,0.3,0.2,0,0.1,0,85.8,11.6,1.3,0.7,0.3,0.2,0.1,0.1,0,86.4,10.6,1.4,0.9,0.4,0.2,0.1,0.1,0,86.7,10.3,1.4,0.9,0.3,0.2,0.1,0.1,0,87.1,9.8,1.4,0.8,0.4,0.3,0.1,0.1,0,87.8,10.4,0.8,0.5,0.2,0.2,0.1,0,0,87.5,11.3,0.3,0.2,0.4,0.2,0,0.1,0
"58","72113","Ponce Municipio, Puerto Rico",70.1,13.7,0.9,1.4,2.8,5.5,5.6,0,0,69.3,13.6,0.9,1.7,3.2,5.5,5.9,0,0,69.1,13.4,0.9,1.7,3.4,5.4,6,0.1,0,69.7,12.8,0.8,1.9,3.5,5,6.1,0.1,0,69,12.6,1,2.1,3.9,5.3,6.1,0.1,0,68.9,12.4,1.2,2.2,3.8,5.4,5.8,0.1,0,69.5,11.5,1.4,2.4,3.5,5.8,5.8,0.2,0,70.4,10.6,1.5,2.6,3.1,5.8,5.9,0.2,0,69,11.2,1.6,2.4,3.7,6.1,5.9,0.2,0
"59","72115","Quebradillas Municipio, Puerto Rico",74.6,16.1,0.5,1.1,3.7,3.1,0.8,0.2,0,74.3,16.5,0.4,1.2,3.8,2.3,1.3,0.2,0,75.5,15.8,0.3,1.1,3.8,2.2,1.2,0.2,0,76.4,15.5,0.3,1.1,3.8,1.7,1.2,0,0,76.1,15.9,0.6,1.2,3.9,1.5,0.8,0,0,77.5,15.2,0.5,0.9,4.1,1.3,0.5,0,0,78.8,14,0.5,0.7,3.8,1.6,0.4,0.3,0,81.2,12.5,0.4,0.8,3,1.4,0.4,0.4,0,82,11.6,0.7,0.9,2.4,1.7,0.4,0.4,0
"60","72117","Rincón Municipio, Puerto Rico",54.7,10.9,16.7,5.2,3,1.4,7.5,0.6,0,54.1,7,18,7.4,2.9,1.8,8.2,0.6,0,53,5.2,19.9,9,2.6,2.4,7.3,0.5,0,55.7,4.4,18.5,8.4,3.3,2.4,7.1,0.2,0,53.3,3.8,19.5,10,3.4,3.4,6.5,0,0,52.9,3.5,19.1,9.5,3.1,3.9,7.9,0.1,0,53.6,3.6,20.5,8.4,2.9,4.5,6.3,0.1,0,53.1,3.7,19.9,7.7,4.6,3.8,7,0.1,0,51.2,3,21.5,8,4.2,4.2,7.6,0.3,0
"61","72119","Río Grande Municipio, Puerto Rico",69.9,15.8,0.9,1.9,6.3,2.9,2.1,0.2,0,70.2,15.5,0.9,2.3,5.5,3.2,2.2,0.2,0,70.9,14.3,1.1,2.4,5.8,3,2.3,0.2,0,70.8,14.2,1.4,2.5,5.3,3.4,2.2,0.2,0,71.7,13,1.3,2.3,5.9,3.4,2.1,0.3,0,72.1,12.8,1.1,2.4,6,3.2,2,0.4,0,71.8,12.4,1,2.6,6.5,3.1,2.2,0.4,0,70.8,13.3,0.9,2.9,6.9,2.8,2.2,0.3,0,71.4,13.5,0.7,2.8,6.4,2.8,2,0.4,0
"62","72121","Sabana Grande Municipio, Puerto Rico",79.8,14.2,1,1.4,1.4,0.9,1.2,0.1,0,80.7,13.4,1.1,1.4,1.5,0.7,1.1,0,0,82,11.3,1.8,1.6,1.3,0.9,1.2,0,0,82.6,10.6,2.2,1.3,1.2,0.8,1.4,0,0,83.2,9.7,2.2,1.3,1.4,0.7,1.5,0,0,83.8,9.8,1.7,0.9,1.3,0.9,1.4,0.2,0,83.7,10.3,1.7,0.7,1.2,1,1.2,0.2,0,84.1,11.3,1,0.4,1.2,0.6,1.2,0.2,0,83.5,11.9,0.5,0.2,1.8,0.6,1,0.4,0
"63","72123","Salinas Municipio, Puerto Rico",94.7,2.3,0.2,0.3,1.8,0.4,0.2,0.1,0,93.7,2.9,0.3,0.2,2,0.6,0.2,0.1,0,93,3.4,0.3,0.2,2.2,0.6,0.3,0.2,0,91.3,4.1,0.4,0.2,2.3,0.8,0.4,0.4,0,89.5,5.4,0.5,0.3,2.3,0.9,0.6,0.5,0,88.7,6,0.4,0.1,2,1.6,0.6,0.6,0,88.4,6.5,0.2,0.2,1.9,1.3,0.8,0.6,0,86.6,7.8,0.3,0.2,1.8,2,0.8,0.5,0,85.6,9.1,0.1,0.2,2.1,1.9,0.8,0.3,0
"64","72125","San Germán Municipio, Puerto Rico",73,14.4,1.8,2.2,4.3,1.8,2.4,0,0,72.1,15.7,1.8,2.1,4.4,1.7,2.2,0,0,72.1,16,1.5,1.9,4.4,1.4,2.5,0.1,0,72.9,14.8,1.4,2.1,5,1.3,2.4,0.1,0,73.4,14.8,1.4,1.5,5,1.1,2.7,0.1,0,73.2,15,1.1,2.4,4.6,0.8,2.9,0.1,0,73.5,15.2,0.7,2.5,4.4,0.8,2.9,0.1,0,75.3,13.9,0.7,2.9,3.7,0.9,2.5,0,0,77.4,13,0.8,2.5,2.9,0.9,2.5,0,0
"65","72127","San Juan Municipio, Puerto Rico",36.7,13.7,4.9,6.1,8.4,10.1,20,0.1,0,36.1,13.8,4.8,6.4,8.6,10.1,20.1,0.2,0,36.3,13.8,4.4,6.4,8.7,9.9,20,0.4,0,35.8,14.3,4.3,6.4,9.2,9.5,19.9,0.4,0,35.7,14.4,4.1,6.7,9.5,9.1,19.9,0.4,0,37,13.4,3.7,6.9,9.8,9,19.8,0.4,0,37.8,12.9,3.5,6.8,10.1,8.9,19.7,0.4,0,38.9,12.1,3.4,6.6,10.1,8.8,19.9,0.2,0,40.6,10.7,3.3,6.5,10.1,8.7,20,0.1,0
"66","72129","San Lorenzo Municipio, Puerto Rico",76.7,19.1,0.9,1,1.1,1,0.2,0.1,0,77.3,18.3,0.8,1.4,1,1,0.2,0.1,0,76,19.7,0.9,1.3,1.1,0.8,0.2,0.1,0,76.8,19,0.5,1.3,1.3,0.8,0.2,0.2,0,77.8,18.1,0.5,1.5,1,0.7,0,0.4,0,77.8,17.4,0.6,1.7,1.1,0.8,0.4,0.4,0,80.3,15.4,0.6,1.2,0.9,0.8,0.4,0.4,0,84.2,12.1,0.5,1,0.6,0.8,0.5,0.4,0,84.4,11.6,0.8,1.3,0.3,0.7,0.5,0.3,0
"67","72131","San Sebastián Municipio, Puerto Rico",82.4,11,1.5,2,2.1,0.4,0.6,0.1,0,82.5,11.3,1.3,2.1,1.9,0.4,0.6,0,0,83.4,10.4,0.9,2.2,1.9,0.7,0.5,0,0,83.8,10.1,0.8,2,2.1,0.7,0.5,0,0,84,9.8,1,1.9,2,0.9,0.4,0.1,0,85,8.8,0.9,1.7,1.8,1.1,0.5,0.1,0,83.7,9.8,0.9,1.6,1.8,1.2,0.8,0.3,0,83.3,10,1,1.7,1.8,1.1,0.8,0.3,0,83.2,9.4,1.8,1.9,1.3,1,0.8,0.5,0
"68","72133","Santa Isabel Municipio, Puerto Rico",91.6,3.1,0.4,0.4,2.7,1.4,0.4,0,0,90.6,3.6,0.2,0.8,2.3,1.4,1,0.1,0,89.2,4.8,0.1,0.6,2,2.3,0.9,0.1,0,88.4,6.2,0.1,0.6,1.9,2,0.7,0.1,0,86.7,7.5,0,0.6,2.2,1.8,1.2,0.1,0,84.1,9.4,0,0.5,2,2.2,1.5,0.1,0,83.7,9.7,0,0.3,2.4,2.2,1.4,0.2,0,84.9,9.5,0,0.4,2.1,1.2,1.6,0.4,0,85.6,9.6,0,0.2,1.6,1.2,1.5,0.4,0
"69","72135","Toa Alta Municipio, Puerto Rico",81.2,8.4,5.4,1.6,2.2,0.4,0.6,0.3,0,81.1,9.5,4.3,1.4,2.2,0.3,0.8,0.4,0,80.9,10,3.7,1.4,2.3,0.5,0.8,0.6,0,80.6,11,2.6,1.6,2.5,0.3,0.8,0.6,0,79.6,12.2,2.1,1.4,2.7,0.4,0.8,0.7,0,80.8,12.1,1.7,1.3,2.4,0.3,0.7,0.7,0,80.6,12,1.5,1.4,2.6,0.5,0.6,0.8,0,81,12.1,1,1.2,2.7,0.5,0.8,0.8,0,81.2,12.5,0.3,0.9,2.2,0.8,1.4,0.8,0
"70","72137","Toa Baja Municipio, Puerto Rico",71,10.8,8.2,4.2,2.7,0.3,2.7,0.1,0,69.5,11.4,8.2,4.6,2.7,0.5,3,0.1,0,66.3,12.5,9.2,5.6,3.4,0.4,2.5,0.1,0,64.7,12.6,10.2,5.5,3.8,0.5,2.5,0.2,0,65.8,12.4,9.6,5.4,3.5,0.6,2.4,0.2,0,66.6,11.8,8.7,5.8,3.6,0.7,2.5,0.2,0,66.5,13.9,7.1,5.8,3.7,0.7,2.2,0.2,0,68.3,15.2,5.3,5,3.6,0.6,1.9,0.3,0,68.6,17.9,2.7,4.6,3.2,0.4,2.3,0.3,0
"71","72139","Trujillo Alto Municipio, Puerto Rico",56.7,11,9.6,3.8,7.3,4.5,6.9,0.2,0,55.3,10.1,10.4,4.2,7.6,5.1,7.1,0.2,0,54.3,8.5,12.4,4,8.5,5.1,7.1,0.1,0,53.6,8.1,12.9,4.2,8.6,5.5,7,0.1,0,52.1,8.4,13.4,4.4,8.6,5.4,7.7,0,0,52.4,7.8,13.4,4.7,8.2,5.2,8.3,0,0,53.2,7.7,13.5,4.8,7.6,5.1,8.1,0,0,53.9,8.4,13.5,4.8,6.9,4.8,7.6,0.1,0,53,9.3,13.8,4.9,6.4,4.4,7.9,0.3,0
