"GEO_ID"	"NAME"	"y5_17_2012"	"y18_34_2012"	"y35_64_2012"	"y65_74_2012"	"y5_17_2013"	"y18_34_2013"	"y35_64_2013"	"y65_74_2013"	"y5_17_2014"	"y18_34_2014"	"y35_64_2014"	"y65_74_2014"	"y5_17_2015"	"y18_34_2015"	"y35_64_2015"	"y65_74_2015"	"y5_17_2016"	"y18_34_2016"	"y35_64_2016"	"y65_74_2016"	"y5_17_2017"	"y18_34_2017"	"y35_64_2017"	"y65_74_2017"	"y5_17_2018"	"y18_34_2018"	"y35_64_2018"	"y65_74_2018"
"11"	"72021"	"Bayamón Municipio, Puerto Rico"	0.17401556002149	0.235225938675209	0.371127405137593	0.0912857910340848	0.170714173615013	0.236937361096345	0.372547828420131	0.0938646983480907	0.167268189373502	0.236535643456693	0.374045287669389	0.0968304845148896	0.164104003686421	0.234908713407238	0.375405850604605	0.0988924846796362	0.160169136869337	0.234302391938824	0.377253482469442	0.101433206698081	0.157453410930437	0.23376034145713	0.379697416106067	0.105265811156731	0.155242243170586	0.235968444407922	0.389467381989364	0.109288238263503
"12"	"72023"	"Cabo Rojo Municipio, Puerto Rico"	0.175526559939991	0.205017864545293	0.387512584141021	0.101837778084842	0.173454653347839	0.203659380872317	0.388764711700129	0.104994560379784	0.171267414744982	0.203376317939928	0.391007115380782	0.108743746636637	0.1686350124528	0.202639190166305	0.392263195950832	0.111713665943601	0.164971842968845	0.203520641737228	0.392739942470526	0.115788194303772	0.161984864687012	0.205067039565682	0.395286666118286	0.119786954018261	0.159644433129667	0.209266802443992	0.402325186693822	0.123727087576375
"13"	"72025"	"Caguas Municipio, Puerto Rico"	0.184116605756053	0.232083714024669	0.386028152124258	0.0867547967108269	0.181221605249874	0.231859811062234	0.388288743059061	0.0898103410975698	0.178098235853891	0.23201083376034	0.390945025986385	0.0931922992460288	0.175150324462702	0.231001071619932	0.393396142168244	0.0962523069595761	0.171495610051468	0.230419315773539	0.395345140781108	0.0999848622464426	0.168568797827315	0.231025758079866	0.399153519394	0.103326343807306	0.166642540050183	0.233609985202342	0.40793283149971	0.108199832722126
"14"	"72027"	"Camuy Municipio, Puerto Rico"	0.191424997818436	0.231391256290177	0.396782919805695	0.0863899473515809	0.187004288819693	0.229980612184948	0.399770871276658	0.0907702250161565	0.18210300173062	0.229605537984126	0.403383660559766	0.0963179566748225	0.176761246513884	0.228082939250637	0.405935491693949	0.101127682793743	0.171109944085756	0.228290754070001	0.409069846467517	0.10688579283927	0.166277233975371	0.22797600252605	0.41079886327755	0.112377644458478	0.162693722090885	0.231382978723404	0.419687417914368	0.118268978198056
"15"	"72029"	"Canóvanas Municipio, Puerto Rico"	0.197905737188903	0.227095312040962	0.385885759852268	0.0757753808704411	0.193935060565276	0.226362718707941	0.389615578734859	0.0793447173620458	0.189255499153976	0.226247884940778	0.393549069373942	0.0831429780033841	0.18497750676929	0.225188154275846	0.397202737564761	0.0863484212097307	0.180773790279125	0.225735531846104	0.401099256385386	0.0902252397887703	0.177421825422876	0.226328803693735	0.405282391299591	0.0936563163307731	0.175125928937679	0.23015066296221	0.414899143909105	0.0975130446567731
"16"	"72031"	"Carolina Municipio, Puerto Rico"	0.177394850939008	0.23646998328834	0.387856583575828	0.0969919012726572	0.17432194288359	0.235532506986762	0.388968332611417	0.100728047326043	0.17076032587987	0.234775035231074	0.389737324373855	0.104646872750806	0.167452203724866	0.233122278160423	0.390419124687278	0.107786391574266	0.163623617681051	0.232425365829012	0.391552302338653	0.111678108362438	0.160584651914132	0.231882083519848	0.394283230506737	0.11480248859825	0.158714128858223	0.234387496441691	0.40143145680552	0.118711959984276
"17"	"72033"	"Cataño Municipio, Puerto Rico"	0.199352655583346	0.249742533470649	0.381344710901868	0.0765779020155951	0.194114571663306	0.250840241989693	0.382627530061991	0.0798790051534842	0.189417908740899	0.251210307627797	0.384210726946975	0.0837113559257424	0.185578273763072	0.249609801779304	0.385945060090526	0.0879116591228344	0.181059607937078	0.24845290853196	0.387471553479459	0.0924661636124087	0.177000246690239	0.246690239289532	0.391702984951895	0.098264945316997	0.174835405998537	0.246912517750333	0.400662679117002	0.104995912044408
"18"	"72035"	"Cayey Municipio, Puerto Rico"	0.182135749671847	0.236969132404624	0.390121522632002	0.0862514290553415	0.178866133652572	0.236136645431613	0.392663217751935	0.0906408995681731	0.175265553869499	0.235616735313245	0.395534359419033	0.0954259700845437	0.171842012667136	0.233088494018297	0.397233462350457	0.100237508796622	0.167321165603106	0.231201749297157	0.39899147663885	0.10558257842831	0.163868704585317	0.229903646841758	0.402405412177399	0.11093141386301	0.161177526815669	0.231701554600009	0.411331096725417	0.116547748428862
"19"	"72037"	"Ceiba Municipio, Puerto Rico"	0.19453794369645	0.229421664626683	0.38609241126071	0.106104651162791	0.187772246421904	0.229464841319228	0.384023024268824	0.111776602364655	0.182260508893675	0.228443806333254	0.383026242322725	0.118050570311877	0.177870461236506	0.228001308472359	0.382401046777887	0.122751063133791	0.172405105811219	0.228921733288546	0.382348001343635	0.12798118911656	0.168169209431345	0.230495839112344	0.384361997226075	0.132281553398058	0.165590615622442	0.234700372828953	0.391106665454215	0.135127762116941
"20"	"72039"	"Ciales Municipio, Puerto Rico"	0.197031335898846	0.241671247938428	0.385376580538758	0.0809235843870258	0.190447030006124	0.241496409285754	0.388242498469075	0.0849524021599955	0.183803972610492	0.240676815120819	0.390809801369475	0.0899779299417124	0.178052157858297	0.238287560581583	0.394011077775213	0.0946803600276944	0.172971700888392	0.235865152674001	0.396717067717833	0.100664823204095	0.169071915947105	0.233802306623996	0.401545800374374	0.106213392911056	0.166614153380805	0.233852164597643	0.411683155838427	0.112861553973155
"21"	"72041"	"Cidra Municipio, Puerto Rico"	0.190968405790323	0.243469516615608	0.396506162157106	0.073174154018849	0.186504570728489	0.242036565827914	0.4004335123928	0.0781500329846386	0.18253949286619	0.241187295366011	0.404177520732261	0.0835504146452214	0.178888619267168	0.238655666100461	0.406964329046348	0.0878184906576074	0.174300850067759	0.237230503880744	0.410052975237157	0.092891462362942	0.171102661596958	0.236572407020371	0.415883967466573	0.0972729332964017	0.169523012114393	0.238153797849237	0.424108427745362	0.104241345927418
"22"	"72043"	"Coamo Municipio, Puerto Rico"	0.19737654702206	0.234579185296806	0.373582668412342	0.0768261653615276	0.192741576369304	0.232497155014596	0.379446835881451	0.080055415367869	0.188249937764501	0.229947722180732	0.386606920587503	0.0843415484192183	0.183910351224648	0.225601042894031	0.394745418536439	0.0890471057183685	0.179771581959533	0.223049456810757	0.40358074400466	0.0946845957101978	0.175810921781975	0.21930815027715	0.413236501745022	0.100082118661466	0.172871145869111	0.218024254273561	0.427567439034056	0.106634257179846
"23"	"72045"	"Comerío Municipio, Puerto Rico"	0.190290314710905	0.25108563064162	0.376140522078556	0.0782141985850207	0.185829860259868	0.251728364795293	0.37847511645011	0.0817847511645011	0.181930693069307	0.252425742574257	0.379653465346535	0.0859405940594059	0.178712747307789	0.251039318807914	0.382168795391936	0.0896568995742549	0.17548590617686	0.250483362165463	0.386638852142058	0.0940266612394424	0.172639112171343	0.249131359228336	0.392210755587823	0.0979100762329513	0.171494723239285	0.249892311005815	0.402541460262761	0.103004522937756
"24"	"72047"	"Corozal Municipio, Puerto Rico"	0.196435926302205	0.247261045058898	0.3756006480134	0.0776517751723002	0.192373821408763	0.246838602329451	0.37859123682751	0.0812811980033278	0.188393158546191	0.246314841903905	0.382131202880612	0.0852087318555193	0.184988281026696	0.243440233236152	0.384439490081747	0.0883210427027954	0.181207272727273	0.242181818181818	0.388829090909091	0.0919854545454546	0.178510821995296	0.241507636428593	0.393491916996636	0.0964303789931227	0.177221860566044	0.243156948448495	0.403639294460461	0.101057069344989
"25"	"72049"	"Culebra Municipio, Puerto Rico"	0.12348401323043	0.190738699007718	0.353362734288864	0.0512679162072767	0.0941629955947137	0.226321585903084	0.323788546255507	0.0583700440528634	0.116933259790403	0.253171538885825	0.319360176503034	0.0717043574186431	0.120022123893805	0.218473451327434	0.32853982300885	0.0879424778761062	0.164345403899721	0.224512534818942	0.269637883008357	0.0690807799442897	0.121896162528217	0.229119638826185	0.278781038374718	0.0863431151241535	0.121865889212828	0.196501457725948	0.247813411078717	0.0746355685131195
"26"	"72051"	"Dorado Municipio, Puerto Rico"	0.197305075876504	0.212977498691784	0.398011512297227	0.0760596546310832	0.195726093324963	0.211707470182046	0.400659133709981	0.0800376647834275	0.193600924661133	0.210045182305348	0.402752968372386	0.084454134706315	0.191685851128576	0.207774337805298	0.40538752613056	0.0888835966235347	0.188857135226089	0.20704575198312	0.408455970727278	0.09388103950215	0.186296838566238	0.20877392766119	0.412450517867795	0.0984491079659454	0.184614524202343	0.210564581527362	0.421604541260032	0.10318503397556
"27"	"72053"	"Fajardo Municipio, Puerto Rico"	0.194137853361865	0.226742876450051	0.373718887262079	0.0991665728122536	0.190144078985133	0.22659434016417	0.37538028815797	0.103237472016532	0.186067071373843	0.227706724818766	0.377556433075971	0.107237578829493	0.181469049563035	0.227766185853821	0.378209198947655	0.110042638120294	0.176408439762593	0.22954538392219	0.380441875640906	0.113203443025388	0.172404941440719	0.231702230065779	0.382287822878229	0.116508904219477	0.170209182470442	0.235995553609324	0.389396031933169	0.119311483140769
"28"	"72054"	"Florida Municipio, Puerto Rico"	0.199648197009675	0.238426481170544	0.380506916126969	0.0805948668745503	0.195867170539519	0.237999517568545	0.38377422207928	0.0849883412398488	0.190638435953598	0.236878397014683	0.386955463616452	0.0894783807901355	0.186071369840487	0.234994244367703	0.3888340733432	0.0929945732609768	0.180414092502922	0.235014192686592	0.393137418600768	0.098013023877108	0.176069541503324	0.235640020453383	0.397477416055906	0.10243736151355	0.173204640042504	0.232267776498716	0.415124413353405	0.108031523952891
"29"	"72055"	"Guánica Municipio, Puerto Rico"	0.191555651052858	0.234905457670821	0.377148689299527	0.104694886119467	0.186708340187531	0.234523222021166	0.378625870483084	0.110818665350661	0.181859028362819	0.232069643358607	0.379612468407751	0.117551249648975	0.177775217466444	0.228411774871824	0.38043666109799	0.123509418745319	0.173448807687745	0.226005457349626	0.382429706964053	0.130383200854194	0.170176297747307	0.222759549461312	0.383998530852106	0.136385896180215	0.168834513844173	0.223374114616871	0.391757887958789	0.142884739214424
"30"	"72057"	"Guayama Municipio, Puerto Rico"	0.197473389229135	0.233157811475966	0.367782322764356	0.0755045311758458	0.193720379146919	0.227009660955159	0.362901020780168	0.0792243893547211	0.189642023526149	0.223567747452104	0.362390515587807	0.0838667930022417	0.185736732252996	0.22375178818508	0.363077788982435	0.0882483994277808	0.18121812896154	0.226492875184673	0.363031978268122	0.0929323738264309	0.176596573208723	0.227901090342679	0.363317757009346	0.0975710669781931	0.175974951634253	0.232053762345993	0.373943590265757	0.102866306893392
"31"	"72059"	"Guayanilla Municipio, Puerto Rico"	0.195602074130978	0.240205492606107	0.380593431918571	0.0892068369502593	0.192138886179655	0.238369257778211	0.382570954842485	0.0937774309958061	0.189534014453028	0.236531273361575	0.385895838524794	0.0991776725641665	0.187327683038905	0.233636270805678	0.388134381701215	0.103849688553048	0.184148574417996	0.231807481035836	0.390060162176301	0.109233586188857	0.181715149225538	0.230827351718927	0.393329375573425	0.114954935506503	0.179791137454135	0.232119672593847	0.402370872142252	0.120575783234547
"32"	"72061"	"Guaynabo Municipio, Puerto Rico"	0.166140352717773	0.227063377991334	0.40677948319817	0.0885466391094978	0.162175081528378	0.228311326867717	0.408895356865911	0.0914604998990854	0.158105973733746	0.229656634717324	0.412146519829507	0.0952854886518531	0.153695513455234	0.228914999889982	0.413657667172751	0.0990164367284969	0.149098124502539	0.228523704359719	0.415176619620416	0.103651222492517	0.14522592869036	0.227536315094448	0.417190101624849	0.108905092725498	0.142214264398687	0.22940017905103	0.424780662488809	0.114688152790212
"33"	"72063"	"Gurabo Municipio, Puerto Rico"	0.191365729780915	0.225455171523264	0.386303964188869	0.0692549390952524	0.188999552133763	0.224914158971187	0.389963530892107	0.0716372710017275	0.186328274454789	0.225120095225949	0.393742294775326	0.0747566211792714	0.183654009154094	0.224296490930666	0.398351415494152	0.0775131378199695	0.180338638241963	0.224904109008455	0.403250757591812	0.0815444277268007	0.177022399012997	0.225628044500223	0.407947076216205	0.084895024568718	0.174640732861546	0.22938826900534	0.41781357183172	0.0888941952850258
"34"	"72065"	"Hatillo Municipio, Puerto Rico"	0.18272107215508	0.229867177216705	0.387220294364006	0.0897451238482709	0.178903479344388	0.228865139461325	0.388646602127864	0.0939087510783092	0.175225127350861	0.228338282513701	0.391564665266411	0.0986697568866034	0.172102199381348	0.226514358087537	0.394890030932606	0.102954429208174	0.168233499040213	0.22559925185805	0.398287148693213	0.107496185460452	0.164846697818536	0.224818211349609	0.403733226717309	0.111297133861416	0.162206022513588	0.226398083511502	0.412972360320445	0.115762087529945
"35"	"72067"	"Hormigueros Municipio, Puerto Rico"	0.165962193260538	0.199835622871903	0.383996712457438	0.117705764940707	0.163805351645749	0.197785934170021	0.384087141842292	0.122424816481175	0.160989043884332	0.195533736454529	0.383284439920972	0.126863437705801	0.158137278680572	0.192214406985205	0.383094833858841	0.131336405529954	0.154659454143103	0.191849028768134	0.38382099827883	0.13505040570445	0.151477215823736	0.191412118177266	0.386955433149725	0.138770655983976	0.148771021992238	0.192820181112549	0.392626131953428	0.142108667529107
"36"	"72069"	"Humacao Municipio, Puerto Rico"	0.180102255217818	0.230126768454966	0.393962739879535	0.0899985992435915	0.176870266827093	0.227050746691202	0.395746337320405	0.0944865170925048	0.172949877926181	0.224561970415051	0.398965962947006	0.0998851069941117	0.169358518112967	0.221443562368829	0.400620494570673	0.105046080846793	0.165458667856081	0.218703538507285	0.403527356526911	0.111005798394291	0.162448700410397	0.218042255661955	0.406121751025992	0.117685058519532	0.159479524542906	0.218872171543656	0.413201437428425	0.124629783201043
"37"	"72071"	"Isabela Municipio, Puerto Rico"	0.18166841062404	0.226595720996505	0.393214150544337	0.0898323574593139	0.178564215345257	0.225870155517156	0.394964206368798	0.0940957339377483	0.175425038639876	0.225475043185744	0.398331666515138	0.0986453313937631	0.172478206724782	0.224113278907799	0.402080162354135	0.102347677690143	0.16875790065078	0.223114378013952	0.405262418652559	0.106208155812538	0.165804845350953	0.222996265440965	0.410825433304606	0.109379488652686	0.163416875729651	0.226086092550734	0.421793884597233	0.112571102113813
"38"	"72073"	"Jayuya Municipio, Puerto Rico"	0.211109734951697	0.256068863017092	0.370819915779044	0.070349269259351	0.205693815987934	0.256535947712418	0.375125691302162	0.0742207139265963	0.200294080040915	0.256680731364276	0.378787878787879	0.0791458892724716	0.196520829245962	0.249035380289059	0.379896671244523	0.083840167418743	0.191133333333333	0.245533333333333	0.383066666666667	0.0892	0.187932807679122	0.242372300308536	0.388618443606445	0.0948234487487144	0.186804508579223	0.244238638811114	0.399526168425587	0.101084069208127
"39"	"72075"	"Juana Díaz Municipio, Puerto Rico"	0.207445205617052	0.237157723446572	0.373726821624445	0.0746931313658919	0.202610405139742	0.236253825419023	0.376887375610547	0.0784337569161549	0.197548355303684	0.235267545480678	0.380682518171738	0.0827686747977496	0.192901331000437	0.233539544668708	0.383803036930575	0.0868587139911267	0.187747244610861	0.232996974889467	0.387806477544372	0.0916206553701001	0.183910778740787	0.233427713056822	0.392439535738215	0.0960511811874554	0.181542606938363	0.236375884136073	0.403008869428539	0.101178848097002
"40"	"72077"	"Juncos Municipio, Puerto Rico"	0.197172249279396	0.244657588708876	0.373024550243515	0.0724331577377994	0.194398886735252	0.243427265046469	0.376248695392873	0.0757914616569753	0.191887831747621	0.24321482223335	0.381597396094141	0.0794692038057086	0.188944850163687	0.242004532863259	0.385268194409469	0.0820951901284311	0.185055547100898	0.241515751027241	0.389666717394613	0.0851468574037437	0.181841550562953	0.24204411084263	0.395506657755385	0.0880674515449077	0.179696616102684	0.245199957568686	0.405696403946112	0.0912273257664156
"41"	"72079"	"Lajas Municipio, Puerto Rico"	0.175781716789484	0.216729735112527	0.391037641904003	0.106034654451305	0.172269077115532	0.216738630402324	0.392276340744926	0.110649287760784	0.168636139832595	0.216190710651567	0.392950927293616	0.116075824716888	0.165697309510858	0.215657558893678	0.393280053558726	0.120758190719277	0.16194176415336	0.21539578174366	0.393689693450602	0.126504995303561	0.159096875820425	0.215454625010939	0.395816924827164	0.130611709110003	0.156518575781001	0.217952798872266	0.400482015369924	0.135919239688964
"42"	"72081"	"Lares Municipio, Puerto Rico"	0.190558845551698	0.242665577564495	0.392859573888775	0.0880130692260568	0.18415298649915	0.242078228577378	0.394995314614931	0.0928400374830805	0.178091445637488	0.241342530043376	0.397639195050843	0.0979520728151888	0.173195575188931	0.239531232886715	0.399620313241576	0.101931291300062	0.16873495788207	0.237251805054152	0.403053549939832	0.106310168471721	0.165034965034965	0.235819735819736	0.407070707070707	0.111111111111111	0.163024386258731	0.237163514562314	0.41673134267391	0.117070381111883
"43"	"72083"	"Las Marías Municipio, Puerto Rico"	0.186178605238246	0.246239612916798	0.389186914904807	0.0850951930156727	0.181215233204964	0.244437312794181	0.390136927685066	0.089216944801027	0.177651058230069	0.243228424169317	0.391599956135541	0.0954051979383704	0.174676420934159	0.240967923466517	0.391671356218346	0.0997186268992684	0.170607913254124	0.23832045218595	0.393932402814627	0.105317799054101	0.169148302561048	0.236212030970816	0.393448481238833	0.111852293031566	0.170679709054427	0.237271131176323	0.403561575119137	0.117130674692751
"44"	"72085"	"Las Piedras Municipio, Puerto Rico"	0.187285445112666	0.242572851870015	0.381333402162971	0.0750329091706889	0.184832287551321	0.240581506442534	0.38477031528391	0.0788597102796499	0.182379334491791	0.237596286018103	0.38885286718365	0.0837720777031408	0.180250006524179	0.233930948093635	0.393173099506772	0.0879459276077142	0.177067185159883	0.231219947975512	0.398381460364171	0.0925142541842928	0.17443004974595	0.229150594557208	0.404378707669389	0.0971509137825543	0.172595087488705	0.230208932336592	0.414414414414414	0.102439825844081
"45"	"72087"	"Loíza Municipio, Puerto Rico"	0.208372125099135	0.260266887348712	0.382676459432433	0.0682390262404745	0.201766066297568	0.260074286915691	0.386221879599131	0.0722545378092368	0.196310888252149	0.25974212034384	0.390974212034384	0.0771848137535817	0.192632584104598	0.258153371529308	0.395107977082415	0.082268253268694	0.188143748590332	0.256146154424479	0.398165551462296	0.088113675663484	0.184541548941441	0.254131671633704	0.402949258814878	0.0943608004025235	0.1830083904179	0.254752543472093	0.412468079931904	0.101455149770986
"46"	"72089"	"Luquillo Municipio, Puerto Rico"	0.193584351087012	0.222672680281762	0.380479399989865	0.0941063193635028	0.190681003584229	0.222017409114183	0.383358934971838	0.0989759344598054	0.18649867786592	0.22144449629284	0.385129880230207	0.104215274537253	0.182872811643113	0.219626661041974	0.385625395486184	0.1084686774942	0.177833807199185	0.220159862668312	0.386406308674427	0.113405933158092	0.173722547784654	0.220658305493181	0.388137356919875	0.11753108056301	0.169556073438299	0.224975842664696	0.394816120047746	0.121752969931223
"47"	"72091"	"Manatí Municipio, Puerto Rico"	0.195384328184067	0.227283334111168	0.379217809306016	0.0909366686890372	0.191439044578456	0.22705451105593	0.380323991959324	0.0948799810807615	0.187290647516688	0.227148950526544	0.382244499602381	0.0987059305491963	0.182883679787705	0.22639933166249	0.383728930168559	0.102093468966534	0.177501002405774	0.226092622293504	0.389234161988773	0.108761026463512	0.173323401741453	0.225798166080189	0.392751650270978	0.112783499858732	0.170213335474718	0.228351936615006	0.400492518536363	0.117856473674349
"48"	"72093"	"Maricao Municipio, Puerto Rico"	0.201860313315927	0.227480417754569	0.429830287206266	0.0908942558746736	0.203387043735613	0.233311410720158	0.423051627754028	0.0942124301216705	0.191613765452723	0.224356832609422	0.428165720013365	0.0970598062145005	0.184403201089733	0.231397922697088	0.429763323684659	0.0990975651285544	0.165279223031564	0.228061047519944	0.451786333680194	0.112556364897676	0.174245115452931	0.224333925399645	0.454174067495559	0.115097690941385	0.171828908554572	0.234513274336283	0.475110619469027	0.126659292035398
"49"	"72095"	"Maunabo Municipio, Puerto Rico"	0.18578867797749	0.22425667730556	0.396354779102973	0.0950781118763649	0.179087970052748	0.222562531904033	0.398502637400034	0.100221201293177	0.172557172557173	0.221413721413721	0.400727650727651	0.106115731115731	0.167933533675093	0.219550998762595	0.40215662011667	0.110747746155206	0.16365932876218	0.218513172140022	0.403554673403104	0.116564417177914	0.161140952028153	0.216799407297648	0.407575476940174	0.122337469901834	0.16050574268893	0.216967474182029	0.416272560563652	0.128365987839012
"50"	"72097"	"Mayagüez Municipio, Puerto Rico"	0.159101566163369	0.281135702897871	0.35294945137391	0.101390321673075	0.15382685368826	0.284893306889054	0.351203135080886	0.104757580826304	0.152359253270616	0.286025772943309	0.349478171394973	0.109339017100299	0.151171693589888	0.284331814587491	0.347253078284445	0.112914360306762	0.149788132864521	0.28448153729248	0.345762013317363	0.117692515745141	0.148876888989134	0.283889028936859	0.344960263231216	0.121850579135211	0.149296675191816	0.286862003780718	0.348590570443678	0.126695763371511
"51"	"72099"	"Moca Municipio, Puerto Rico"	0.197146925698011	0.24401159538219	0.386995880587906	0.0750394141280578	0.194265306646797	0.242311348629275	0.39066313815164	0.0794429742298502	0.191414405010438	0.240762004175365	0.394572025052192	0.084472860125261	0.188073151338457	0.237980386959979	0.397720646700239	0.0888682745825603	0.183966335779025	0.235541648683643	0.402729823047044	0.0939253344842469	0.180118571625534	0.236839928305529	0.40755549427823	0.0988004963463394	0.177255509641873	0.240013774104683	0.41824494949495	0.104252754820937
"52"	"72101"	"Morovis Municipio, Puerto Rico"	0.210006157635468	0.24993842364532	0.367272167487685	0.0660406403940887	0.205264458724666	0.250339841819081	0.372003213049926	0.0689878892733564	0.200460757759721	0.250552597988855	0.37719871735002	0.0725382148750039	0.195304162219851	0.24945068742545	0.382415719756419	0.0758051352878398	0.189308375634518	0.249333756345178	0.387975888324873	0.0800761421319797	0.184286818708929	0.249130266718206	0.394472361809045	0.0845896147403685	0.180493161625237	0.252138032012246	0.406275997470966	0.0901800272869455
