"GEO_ID"	"NAME"	"HI2012"	"HI2013"	"HI2014"	"HI2015"	"HI2016"	"HI2017"	"HI2018"
"33"	"72063"	"Gurabo Municipio, Puerto Rico"	0.907846597512159	0.913625797095268	0.918101432640394	0.926343448042041	0.930132022293331	0.940482014847589	0.944926844093257
"34"	"72065"	"Hatillo Municipio, Puerto Rico"	0.941414383151849	0.943472634908464	0.948407812462278	0.952651192244928	0.970246591524339	0.967790299607686	0.986218799103578
"35"	"72067"	"Hormigueros Municipio, Puerto Rico"	0.942820241869203	0.946305943641961	0.956834101658385	0.959556148435605	0.956294566019179	0.963945918878317	0.997153945666235
"36"	"72069"	"Humacao Municipio, Puerto Rico"	0.93467222300042	0.947501592469389	0.957974292689933	0.971074003102473	0.982456140350877	0.992666058671531	1.00985270307625
"37"	"72071"	"Isabela Municipio, Puerto Rico"	0.92544025647305	0.936715962388636	0.942381125556869	0.950071491167382	0.961491642867175	0.966867758307	0.979855436051566
"38"	"72073"	"Jayuya Municipio, Puerto Rico"	1.00489224671786	1.01181498240322	1.00926991433321	1.01079066117324	0.995	0.989715461090161	0.983631272883911
"39"	"72075"	"Juana Díaz Municipio, Puerto Rico"	0.952206842517629	0.964573073103504	0.970740421337933	0.969609864817014	0.979966575701804	0.983984265243046	0.995464241607724
"40"	"72077"	"Juncos Municipio, Puerto Rico"	0.919267468442501	0.925674668257045	0.930220330495744	0.939083354318811	0.955739867092781	0.95920518225284	0.968972101410841
"41"	"72079"	"Lajas Municipio, Puerto Rico"	0.970085640310695	0.980670675113999	0.977597242737568	0.974559605004394	0.983220903424131	0.990242408331146	1.00400163703333
"42"	"72081"	"Lares Municipio, Puerto Rico"	0.903444285617044	0.905285808489224	0.920500604422954	0.948559745901939	0.967734657039711	0.989005439005439	1.01037539316204
"43"	"72083"	"Las Marías Municipio, Puerto Rico"	0.976543599453035	0.986628155755242	1.00054830573528	1.01249296567248	1.01384242703887	1.01834425253127	1.03787308753449
"44"	"72085"	"Las Piedras Municipio, Puerto Rico"	0.932994347365976	0.934257752988871	0.950566693466815	0.952243012604713	0.960298483932841	0.963954137958554	0.978997234316383
"45"	"72087"	"Loíza Municipio, Puerto Rico"	0.911416847694907	0.906020043450838	0.920773638968481	0.935323931247245	0.943162168258026	0.95115531989008	0.978598354343156
"46"	"72089"	"Luquillo Municipio, Puerto Rico"	0.910859980742918	0.933538146441372	0.941359464924561	0.948692259017085	0.954455233088354	0.957555178268251	0.970101745012221
"47"	"72091"	"Manatí Municipio, Puerto Rico"	0.93522191627386	0.934657680028379	0.939826975444008	0.9359427981719	0.948977546110666	0.961318161970565	0.984180518750502
"48"	"72093"	"Maricao Municipio, Puerto Rico"	0.987597911227154	1.00230187438343	1.01419979953224	1.0216243827686	1.06156781130767	1.06536412078153	1.10711651917404
"49"	"72095"	"Maunabo Municipio, Puerto Rico"	0.969763144632958	0.975497702909648	0.977044352044352	0.990984620823758	0.99079754601227	0.99398036673458	1.01148537785928
"50"	"72097"	"Mayagüez Municipio, Puerto Rico"	0.954163931351402	0.96120576357858	0.968237052280856	0.971143828996749	0.981092951070927	0.987037454723965	1.00774213276993
"51"	"72099"	"Moca Municipio, Puerto Rico"	0.944006509688247	0.9493075717479	0.96544885177453	0.973707924728333	0.981792188174363	0.989300978905281	1.00674357208448
"52"	"72101"	"Morovis Municipio, Puerto Rico"	0.952493842364532	0.951896935244686	0.959403505494848	0.959476426643229	0.949333756345178	0.957415281535885	0.983295065056071
"53"	"72103"	"Naguabo Municipio, Puerto Rico"	0.918751861781352	0.933385405043517	0.952005677149473	0.965069110576923	0.966170244934986	0.968052951754218	0.984408834993504
"54"	"72105"	"Naranjito Municipio, Puerto Rico"	0.957709867697537	0.957908505500403	0.959488778900264	0.965849807797913	0.979839130888959	0.987826086956522	1.00257542310522
"55"	"72107"	"Orocovis Municipio, Puerto Rico"	0.977753496503497	0.982739592989891	0.988390335738939	1.00095754867539	1.00487601003065	1.01431833317477	1.02994456543259
"56"	"72109"	"Patillas Municipio, Puerto Rico"	0.961912913234193	0.968810916179337	0.978012894693338	0.987741790373369	0.996955947389581	1.00672130181003	1.02580486606046
"57"	"72111"	"Peñuelas Municipio, Puerto Rico"	0.99364179232719	0.994828870677944	0.999910273665321	1.01173600883652	1.01837121212121	1.02722954111367	1.05397185421929
"58"	"72113"	"Ponce Municipio, Puerto Rico"	0.956194254222713	0.959871096447479	0.963915976052914	0.973295580351452	0.983591014159757	0.988948301498342	1.00465231638758
"59"	"72115"	"Quebradillas Municipio, Puerto Rico"	0.962912087912088	0.961079028557867	0.980869495468036	0.984865128768461	0.98800314400364	0.994630702236503	1.01699964949176
"60"	"72117"	"Rincón Municipio, Puerto Rico"	0.9451304986316	0.956966110812265	0.972506958115539	0.979128046687264	0.983844011142061	0.986370412436999	1.00154264306178
"61"	"72119"	"Río Grande Municipio, Puerto Rico"	0.909832706136592	0.917329183229581	0.925667452650795	0.937489134004288	0.94907781036553	0.961536136688763	0.974330567110517
"62"	"72121"	"Sabana Grande Municipio, Puerto Rico"	0.955106667206412	0.956905715921171	0.962707641196013	0.973861470027537	0.982865035176313	0.980886647199363	0.993736759694206
"63"	"72123"	"Salinas Municipio, Puerto Rico"	0.944482815326427	0.935569402094657	0.94618773753069	0.956840919179158	0.966393556450493	0.977547984984772	1.00849115812013
"64"	"72125"	"San Germán Municipio, Puerto Rico"	0.966328705570597	0.974268903135154	0.984837652666071	0.988374916530079	0.987752451056196	1.00082631495312	1.01392241806938
"65"	"72127"	"San Juan Municipio, Puerto Rico"	0.898505323451378	0.903797780981297	0.913668491841633	0.923993351351807	0.93474194665743	0.947313462585418	0.962763552925699
"66"	"72129"	"San Lorenzo Municipio, Puerto Rico"	0.929845481194415	0.943210000250507	0.966307277628032	0.968902423288343	0.983210472467798	0.986803637046375	0.999331550802139
"67"	"72131"	"San Sebastián Municipio, Puerto Rico"	0.966253125834567	0.966047026960483	0.960808435852373	0.959332718327183	0.966192683373923	0.970807236364614	0.990801761126223
"68"	"72133"	"Santa Isabel Municipio, Puerto Rico"	0.940824813723791	0.942212366292721	0.94285965452068	0.945446468236339	0.942574257425743	0.956731210424888	0.970071258907363
"69"	"72135"	"Toa Alta Municipio, Puerto Rico"	0.912752307094735	0.917410714285714	0.919815557015133	0.929113311094372	0.940249018811747	0.943601817883152	0.959680599369085
"70"	"72137"	"Toa Baja Municipio, Puerto Rico"	0.939395686107236	0.942720819543684	0.947932691734345	0.955356163214551	0.962037625762053	0.975025974525724	0.993135072805771
"71"	"72139"	"Trujillo Alto Municipio, Puerto Rico"	0.93763520359265	0.940756453983307	0.950342900685801	0.959289798029132	0.9553786145815	0.961857205167928	0.973179956372311
"72"	"72141"	"Utuado Municipio, Puerto Rico"	0.94311050051519	0.942108934119587	0.94812922420205	0.961244667835058	0.982817054158476	0.987403437956712	1.0009090247982
"73"	"72143"	"Vega Alta Municipio, Puerto Rico"	0.922014642766978	0.92287624740388	0.933713963848635	0.940692439062257	0.953067831854913	0.967935222672065	0.985327818456207
"74"	"72145"	"Vega Baja Municipio, Puerto Rico"	0.950308519280294	0.954050785973398	0.958188838439813	0.961718821275431	0.965553216461427	0.968213616728468	0.984163076432105
"75"	"72147"	"Vieques Municipio, Puerto Rico"	0.915790614500921	0.941279006427715	0.946812025107367	0.935750139431121	0.936374957545568	0.92499423032541	0.936976799808658
"76"	"72149"	"Villalba Municipio, Puerto Rico"	0.986114979112791	0.995231359870681	0.998557058047493	1.0002535711267	1.00034645532892	1.00405309103866	1.01450830378802
"77"	"72151"	"Yabucoa Municipio, Puerto Rico"	0.954836608402996	0.96013964867911	0.975819993283331	0.983407458091002	0.986555306579751	0.996121602673111	1.0047746015998
"78"	"72153"	"Yauco Municipio, Puerto Rico"	0.974632910134413	0.981084776663628	0.991280653950954	0.991539177863509	0.988623342609265	0.999464396459379	1.01394263433078
